id,genre_ids,original_language,overview,popularity,release_date,title,vote_average,vote_count,budget,revenue,runtime
399566,"{28,878,53}",en,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",162.37,2021-03-24,Godzilla vs. Kong,7.6,9273,200000000.0,470116094.0,114
818511,"{28,53,18}",pt,"When truck racer Roger loses everything, he receives a tempting but dangerous offer: to work as the getaway driver for a gang of thieves.",162.127,2023-09-27,Overhaul,6.7,108,0.0,0.0,100
1113278,"{27,35}",en,"Winnie's life is less than wonderful one year after saving her town from a psychotic killer on Christmas Eve. When she wishes she was never born, she finds herself magically transported to a nightmarish parallel universe. With the murderous maniac now back, she must team up with a misfit to identify the culprit and get back to her own reality.",161.469,2023-11-10,It's a Wonderful Knife,5.3,55,0.0,970781.0,87
934433,"{27,80,53}",en,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",161.326,2023-03-08,Scream VI,7.1,2146,35000000.0,169000000.0,123
118,"{12,35,10751,14}",en,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",161.249,2005-07-13,Charlie and the Chocolate Factory,7.0,14298,150000000.0,475000000.0,115
1156593,"{18,10749}",es,,160.846,NaN,Your Fault,0.0,0,0.0,0.0,0
956920,"{35,27,14}",no,An American family fulfills their dream of moving back to their roots after inheriting a remote cabin in the mountains of Norway. But there's a surprise waiting for them.,160.742,2023-11-02,There's Something in the Barn,6.7,83,0.0,662030.0,100
10367,"{80,18,9648}",en,"Two Florida high school vixens hatch a murderous plan to win an inheritance, but they hadn't bargained for an escalating whirlpool of blackmail and sexual games with a sleazy insurance investigator who has his own plans for the money.",160.62,2004-02-19,Wild Things 2,5.1,173,2800000.0,0.0,95
772,"{35,10751,12}",en,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",159.414,1992-11-19,Home Alone 2: Lost in New York,6.7,8981,18000000.0,358994850.0,120
936059,"{10751,12,35,10770,80}",en,"Fifth-grader Andy finds himself without a present from Santa on Christmas morning. Realizing he must have landed on the “naughty list” and feeling unfairly maligned, Andy pulls together a team of eight other naughty-listers to help him execute an elaborate heist on Santa’s Village at the North Pole to get the presents they feel they deserve.",158.661,2023-11-22,The Naughty Nine,6.2,46,0.0,0.0,83
8871,"{10751,35,14}",en,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,157.669,2000-11-17,How the Grinch Stole Christmas,6.8,7018,123000000.0,345800000.0,104
614479,"{27,9648,53}",en,"To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",157.618,2023-07-05,Insidious: The Red Door,6.7,1395,16000000.0,185582093.0,107
9502,"{28,12,16,10751,35}",en,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",156.869,2008-06-04,Kung Fu Panda,7.3,10743,130000000.0,631700000.0,90
958006,"{53,35,80}",en,"A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",156.085,2023-09-14,The Kill Room,6.3,98,50000000.0,476375.0,98
717930,"{28,53}",en,"After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.",155.745,2023-05-25,Kandahar,6.9,786,0.0,3000000.0,119
920081,"{28,27,878}",en,"On a trip to Colombia, a group of college students encounter a fifty-foot boa constrictor, hungry for blood.",155.668,2021-11-26,Megaboa,6.5,447,0.0,0.0,100
1220655,"{28,80,18}",en,"An edited version of the first two episodes of Reacher, shown exclusively to Amazon Prime members in cinemas in December 2023.",155.593,2023-12-13,Reacher - Prime Premiere,6.8,4,0.0,0.0,106
1172029,{35},es,"Quinceañeras, a magical age... except when your family wants to put you in a bulky dress and make you waltz in front of everyone, which is exactly what happens to Danae shortly after she transfers to a very proper private school.  Now Danae has to manage to balance the demands of her family, those of her new friends and organize a cool, but traditional, but modern, but emotional, but aesthetic, but also grandmother-pleasing Quinceañera party... without dying in the process.",154.874,2023-09-21,Sobreviviendo mis XV,7.5,57,0.0,0.0,101
899445,"{28,9648,53,27}",en,A solo trip aboard a yacht takes a terrifying turn when a woman encounters three drug traffickers clinging to the shattered remains of a boat. They soon force her to dive into shark-infested waters to retrieve kilos of cocaine from the sunken wreck.,153.28,2023-10-18,Deep Fear,5.0,31,0.0,0.0,84
411,"{12,10751,14}",en,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",152.723,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.1,10027,180000000.0,745013115.0,143
49444,"{16,10751,35}",en,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",152.278,2011-05-25,Kung Fu Panda 2,7.0,6534,150000000.0,665700000.0,91
1072342,"{27,53}",en,"Forced into early retirement by a degenerative illness, former baseball player Ray Waller moves into a new house with his wife and two children. He hopes that the backyard swimming pool will be fun for the kids and provide physical therapy for himself. However, a dark secret from the home's past soon unleashes a malevolent force that drags the family into the depths of inescapable terror.",151.108,2024-01-03,Night Swim,4.0,2,0.0,0.0,98
766507,"{53,28,878}",en,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",151.062,2022-08-02,Prey,7.7,6027,65000000.0,0.0,100
536437,"{9648,53,28,878}",en,A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,150.839,2023-05-11,Hypnotic,6.4,844,70000000.0,9500000.0,94
1154598,"{16,28,10751}",en,"The Avengers gather to celebrate their latest victory, but their celebration is quickly interrupted by the mysterious disappearance of Black Widow's father, Red Guardian. As the Avengers investigate, they discover that Red Guardian isn't the only one missing when they meet a dangerous new foe quite unlike anything they've ever encountered before.",150.679,2023-10-26,LEGO Marvel Avengers: Code Red,6.5,57,0.0,0.0,46
798362,"{9648,53,18}",en,"Helena, a woman living a seemingly ordinary life, hides a dark secret—her father is the infamous 'Marsh King', the man who kept her and her mother captive in the wilderness for years. After a lifetime of trying to escape her past, Helena is forced to face her demons when her father unexpectedly escapes from prison.",149.808,2023-09-28,The Marsh King's Daughter,6.5,79,0.0,0.0,108
57059,{53},nl,"Five best friends, all married, decide to share a loft apartment. In this loft they meet their mistresses and conquests. Everything seems perfect, until one morning the body of an unknown young woman is found in the loft. The group of friends begin to suspect each other and it soon becomes clear that they know far less about each other than they had initially thought. Dutch remake of the Flemish movie Loft (2008).",149.626,2010-12-16,Loft,6.2,74,0.0,0.0,110
713704,"{27,53}",en,"A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",147.612,2023-04-12,Evil Dead Rise,7.0,2559,15000000.0,146700000.0,96
675,"{12,14}",en,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",147.037,2007-07-08,Harry Potter and the Order of the Phoenix,7.7,18496,150000000.0,938212738.0,138
1075175,{18},en,"Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives.",146.971,2023-11-02,How to Have Sex,6.5,84,0.0,922000.0,91
373571,"{878,28}",en,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",146.915,2019-05-29,Godzilla: King of the Monsters,6.7,5626,170000000.0,386600138.0,132
1214849,"{35,16,28,12}",ja,"Thanks to a successful crowdfunding campaign supported by its loyal fans, this single-episode special of Dropkick on My Devil! is being made in support of Takamori, a town located in Kumamoto Prefecture's Aso District. The story begins after aliens destroy Jinbocho, where the main series takes place. Following the stars, Jashin-chan heads south to find Yurine in Takamori.",146.308,2023-12-27,Jashin-chan Dropkick [Seikimatsu-hen],0.0,0,0.0,0.0,60
985939,{53},en,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",145.956,2022-08-11,Fall,7.2,3412,3000000.0,16120263.0,107
951546,"{28,27,14}",en,"When the world is gripped by a plague unleashed by the evil lord Chaos, and humans are turned into rabid creatures, mankind can only be saved by three young women, descendants of a Goddess, with the power to stop Chaos' evil.",145.823,2022-04-12,Reign of Chaos,6.1,31,10000.0,100.0,77
974931,"{35,27,878}",en,"When the infamous ""Sweet Sixteen Killer"" returns 35 years after his first murder spree to claim another victim, 17-year-old Jamie accidentally travels back in time to 1987, determined to stop the killer before he can start.",145.776,2023-09-28,Totally Killer,7.0,568,0.0,0.0,105
12444,"{12,14}",en,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",145.474,2010-11-17,Harry Potter and the Deathly Hallows: Part 1,7.8,18087,250000000.0,954305868.0,146
508947,"{16,10751,35,14}",en,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",144.992,2022-03-10,Turning Red,7.4,4646,190000000.0,18900000.0,100
1178734,"{28,18}",ja,"Following the story of Ran, who confronts a mysterious organization by participating in a no-rules deathmatch after discovering her missing younger sister Yuzuki is involved in a crime. With danger at every corner, Ran must trade in her boxing gloves for brass knuckles. Will she save her sister?",144.95,2023-10-25,Knuckle Girl,6.7,18,0.0,0.0,107
997391,"{28,18}",ml,"Once-menacing, anger fueled, trained martial arts fighters Robert, Dony and Xavier settle down to peaceful lives, after a significant event prompts them. Fate orchestrates their reunion and return from exile to their fighting ways, when their history linger ominously and one of them faces a violent attack.",144.683,2023-08-25,RDX: Robert Dony Xavier,7.0,28,0.0,0.0,150
1020006,"{18,10749}",en,"When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",144.625,2023-10-27,Priscilla,6.9,132,20000000.0,20800000.0,110
568124,"{16,35,10751,14}",en,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",144.19,2021-10-13,Encanto,7.6,8875,50000000.0,253000000.0,102
438148,"{16,35,10751}",en,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",144.035,2022-06-29,Minions: The Rise of Gru,7.4,3195,85000000.0,940000000.0,87
1001884,"{14,10751,35}",en,"Eddie Garrick is a good-hearted man who has lost his belief in the wonder of Christmas. While spending time with his nine-year-old daughter Charlotte on Christmas Eve, he befriends a mysterious man in a red suit named Nick.",144.019,2023-11-17,Dashing Through the Snow,6.5,78,0.0,0.0,91
709631,{27},en,"Eight year old Peter is plagued by a mysterious, constant tapping from inside his bedroom wall—one that his parents insist is all in his imagination. As Peter's fear intensifies, he believes that his parents could be hiding a terrible, dangerous secret and questions their trustworthiness.",142.69,2023-07-19,Cobweb,6.8,541,0.0,5569593.0,88
792307,"{878,10749,35}",en,"Brought back to life by an unorthodox scientist, a young woman runs off with a debauched lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",141.922,2023-11-21,Poor Things,8.1,48,35000000.0,10900000.0,142
76341,"{28,12,878}",en,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",141.568,2015-05-13,Mad Max: Fury Road,7.6,21202,150000000.0,378858340.0,121
1163045,"{28,18}",yo,"A young man determined to become a powerful warrior joins an elite army, encountering the wrath of a maniacal warlord and the love of a fierce woman.",117.894,2023-08-10,Jagun Jagun,6.6,51,0.0,0.0,134
1211419,{35},pt,"Fernandinho is a family man, former football player and a current podcast commentator that is surprised by the visit of his inconvenient brother-in-law, Gregorio, who discovers to be lazy and literally a bloodsucker - a vampire.",141.487,2023-12-23,A Vampire in the Family,5.2,46,0.0,0.0,90
830764,{27},en,"In 1969, a young Jud Crandall has dreams of leaving his hometown of Ludlow, Maine behind, but soon discovers sinister secrets buried within and is forced to confront a dark family history that will forever keep him connected to Ludlow.",141.137,2023-09-23,Pet Sematary: Bloodlines,6.1,249,0.0,0.0,87
361743,"{28,18}",en,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",140.225,2022-05-24,Top Gun: Maverick,8.2,7998,170000000.0,1488732821.0,131
12445,"{14,12}",en,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",140.215,2011-07-12,Harry Potter and the Deathly Hallows: Part 2,8.1,19515,125000000.0,1341511219.0,130
810693,"{16,28,14}",ja,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",140.135,2021-12-24,Jujutsu Kaisen 0,8.2,1174,0.0,195870885.0,105
566810,"{14,12,878,28}",en,"To save their Kingdom from an army of undead, a group of warriors must travel through the forbidden lands fighting the fearsome beasts that call The Dark Kingdom their home.",140.005,2018-11-26,The Dark Kingdom,5.7,44,126580.0,0.0,85
532961,"{16,35,12,14}",ja,"The story follows 27-year-old Tokyo office worker Mire Yoshizuki who just returned to Japan, 22-year-old fourth-year college student Sora Nagase who aspires to be a teacher, and 20-year-old boyish, part-time Hiroshima okonomiyaki shop worker and freelancer Reika Kawatani. What draws together these three women from completely different walks of life is a magic gem. A ""New Magical Story"" begins when they are mysteriously brought together by chance and embark on a journey.",139.313,2020-11-13,Looking for Magical Doremi,6.4,11,0.0,0.0,92
1039690,"{53,28,80,18}",en,"Ex-con Russell Gaines is attempting to rebuild his life with the help of his father, Mitchell. However, the arrival of Maben sends his new life into chaos, leading the pair to go on the run - as their violent pasts catch up to them, the pair must learn to trust each other if they hope to live out the rest of their days.",139.257,2023-10-19,Desperation Road,6.9,60,0.0,0.0,112
549945,"{28,12,10751,878}",nl,"“Keep it clean!” – The new president is serious about that, including looks. When Paul, whose large jug ears are quite apparent on class photo day, and some of the other “ugly” kids are taken on a surprise trip, they realize that the president wants to hide them away. On the run, Paul is helped by Sara, one of the “pretty” kids. They start an underground club to fight against the president. The movement soon turns into a revolution. The kids show the world that even children can rise up – and that you don’t have to be “pretty” to be a hero!",139.162,2019-10-09,The Club of Ugly Children,6.7,23,0.0,897441.0,91
140300,"{28,12,16,35,10751}",en,"While Po and his father are visiting a secret panda village, an evil spirit threatens all of China, forcing Po to form a ragtag army to fight back.",139.007,2016-01-23,Kung Fu Panda 3,6.9,5470,145000000.0,521170825.0,95
666277,"{18,10749}",en,"Nora and Hae Sung, two childhood friends, are reunited in New York for one fateful week as they confront notions of destiny, love, and the choices that make a life.",138.998,2023-06-02,Past Lives,7.9,448,12000000.0,15348213.0,106
354912,"{10751,16,14,10402,35,12}",en,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",138.009,2017-10-27,Coco,8.2,18348,175000000.0,800500000.0,105
252,"{10751,14,35}",en,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",137.951,1971-06-29,Willy Wonka & the Chocolate Factory,7.5,3231,3000000.0,4000000.0,99
150540,"{16,10751,12,18,35}",en,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",137.552,2015-06-09,Inside Out,7.9,19847,175000000.0,857611174.0,95
790493,"{10751,35,28,12,878}",en,"When the children of the world’s greatest secret agents unwittingly help a powerful game developer unleash a computer virus that gives him control of all technology, they must become spies themselves to save their parents and the world.",137.226,2023-09-22,Spy Kids: Armageddon,6.5,101,0.0,0.0,98
457332,"{28,12,53,35}",en,Two elite soldiers must escort civilians through a gauntlet of gunfire and explosions.,136.201,2023-07-06,Hidden Strike,7.0,826,80000000.0,0.0,103
493529,"{12,14,35}",en,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",135.867,2023-03-23,Dungeons & Dragons: Honor Among Thieves,7.4,2807,151000000.0,208200000.0,134
287903,"{27,35,14}",en,"When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers.",135.765,2015-11-26,Krampus,6.2,2037,15000000.0,61800000.0,98
1039960,"{10751,14,878,10770}",en,"As they enter sophomore year at Monster High, Clawdeen Wolf, Draculaura and Frankie Stein face new students, new powers, and an even bigger threat that could not only tear their friendship apart but could change the world forever.",135.582,2023-10-05,Monster High 2,7.2,47,0.0,0.0,94
829557,"{10749,18}",pl,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",135.323,2022-04-27,365 Days: This Day,5.8,1268,0.0,0.0,111
637649,"{53,28,80}",en,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",135.034,2021-04-22,Wrath of Man,7.7,4798,40000000.0,103966489.0,119
120,"{12,14,28}",en,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",135.005,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.4,23751,93000000.0,871368364.0,179
299534,"{12,878,28}",en,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",134.739,2019-04-24,Avengers: Endgame,8.3,24254,356000000.0,2800000000.0,181
839369,"{18,35}",en,"Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under pressure when an actress arrives to do research for a film about their past.",134.562,2023-11-16,May December,6.8,170,20000000.0,223505.0,117
899112,"{28,35,53,80,14}",en,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",134.18,2022-11-30,Violent Night,7.4,1814,20000000.0,75734910.0,112
585511,"{16,12,35,14}",en,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",133.734,2022-08-05,Luck,7.8,1531,0.0,0.0,105
1047925,"{10752,18,28}",en,"In WWII, a squad of U.S. African-American soldiers are sent on a rescue mission behind enemy lines to locate their lost commanding officer and a downed fighter pilot.",133.429,2023-05-19,Come Out Fighting,5.3,27,0.0,0.0,86
453395,"{14,28,12}",en,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",132.863,2022-05-04,Doctor Strange in the Multiverse of Madness,7.3,8263,200000000.0,955775804.0,126
278,"{18,80}",en,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",132.847,1994-09-23,The Shawshank Redemption,8.7,25240,25000000.0,28341469.0,142
198663,"{28,9648,878,53}",en,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",132.027,2014-09-10,The Maze Runner,7.2,16118,34000000.0,348319861.0,113
585083,"{16,35,10751,12,14}",en,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",131.403,2022-02-25,Hotel Transylvania: Transformania,7.0,1716,75000000.0,18500000.0,92
324786,"{18,36,10752}",en,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",131.252,2016-10-07,Hacksaw Ridge,8.2,12917,40000000.0,175302354.0,139
1160164,{10402},en,"The cultural phenomenon continues on the big screen! Immerse yourself in this once-in-a-lifetime concert film experience with a breathtaking, cinematic view of the history-making tour.",130.883,2023-10-13,TAYLOR SWIFT | THE ERAS TOUR,8.4,216,0.0,24960000.0,169
851644,"{10749,18}",ko,"Yeon-du asks her best friend Bora to collect all the information she can about Baek Hyun-jin while she is away in the U.S. for heart surgery. Bora decides to get close to Baek's best friend, Pung Woon-ho first. However, Bora's clumsy plan unfolds in an unexpected direction. In 1999, a year before the new century, Bora, who turns seventeen, falls into the fever of first love.",130.444,2022-10-06,20th Century Girl,8.2,555,119.0,0.0,119
156022,"{53,28,80}",en,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",130.256,2014-09-24,The Equalizer,7.3,8436,55000000.0,192330738.0,132
1213997,"{99,80}",en,"In this true-crime documentary, three guys exploit the freewheeling cryptocurrency market to scam millions from investors and bankroll lavish lifestyles.",130.211,2024-01-01,Bitconned,5.0,5,0.0,0.0,95
27205,"{28,878,12}",en,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",129.708,2010-07-15,Inception,8.4,34992,160000000.0,825532764.0,148
24428,"{878,28,12}",en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",129.077,2012-04-25,The Avengers,7.7,29512,220000000.0,1518815515.0,143
840326,"{28,10752}",fi,"Deep in the wilderness of Lapland, Aatami Korpi is searching for gold but after he stumbles upon Nazi patrol, a breathtaking and gold-hungry chase through the destroyed and mined Lapland wilderness begins.",128.997,2023-01-27,Sisu,7.5,1607,6200000.0,13009289.0,91
101299,"{12,28,878}",en,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",128.186,2013-11-15,The Hunger Games: Catching Fire,7.4,16543,130000000.0,865011746.0,146
32657,"{12,14,10751}",en,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",128.146,2010-02-01,Percy Jackson & the Olympians: The Lightning Thief,6.2,7083,95000000.0,226497209.0,118
725064,"{16,9648,14,27}",ja,"The story will center on a high school girl named Tamahi, who encounters strange creatures while navigating a gigantic apartment building.",128.025,2023-05-26,The Feast of Amrita,6.0,1,0.0,0.0,48
1103825,"{878,9648,53}",en,Three young astronomers fight to survive a deadly Martian invasion.,127.911,2023-04-21,War of the Worlds : The Attack,5.1,144,0.0,0.0,87
616037,"{14,28,35}",en,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",127.597,2022-07-06,Thor: Love and Thunder,6.5,6778,250000000.0,760900000.0,119
414906,"{80,9648,53}",en,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",127.558,2022-03-01,The Batman,7.7,8971,185000000.0,771000000.0,177
982932,"{28,53,18}",en,A former Marine and his old war buddy face off against the Mexican cartel behind the disappearance of his daughter.,127.531,2023-07-28,Shrapnel,6.2,22,0.0,0.0,89
238,"{18,80}",en,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",127.124,1972-03-14,The Godfather,8.7,19234,6000000.0,245066411.0,175
